title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Riddick,"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",38000000,Science Fiction,Action,Thriller,,,119,David Twohy,302,123,904,Nolan Gerard Funk,14000,Vin Diesel,125305,17551,Bokeem Woodbine,0,alien|left for dead|mercenary|survival|vomiting,English,USA,924,6.4,39000
Ride Along,"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",25000000,Action,Comedy,,,,99,Tim Story,146,167,460,Tika Sumpter,655,Bruce McGill,75903,2394,Bryan Callen,1,gunfight|outrunning explosion|police|security guard|street shootout,English,USA,521,6.2,0
Ride Along 2,"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",40000000,Action,Comedy,,,,102,Tim Story,119,167,655,Nadine Velazquez,2000,Olivia Munn,28621,5178,Bruce McGill,0,computer hacker|crime boss|detective|drugs|wedding,English,USA,874,5.9,0
Ride with the Devil,NA,38000000,Drama,War,Romance,Western,,138,Ang Lee,95,0,0,Jeffrey Dover,3,Jeremy W. Auman,11101,5,Tobey Maguire,0,bushwhacker|friend|honor|kansas|raid,English,USA,2,6.8,633
Riding Giants,NA,2600000,Documentary,,,,,105,Stacy Peralta,74,147,28,Gabrielle Reece,52,Gerry Lopez,3849,179,Laird John Hamilton,1,beach|surfing|surfing contest|two word title|wave,English,USA,52,7.9,0
Riding in Cars with Boys,NA,48000000,Comedy,Drama,Romance,,,132,Penny Marshall,89,545,807,Adam Garcia,919,Rosie Perez,22447,4796,Alissa Dean,1,boy|college|heroin|working class|writer,English,USA,811,6.4,0
Righteous Kill,NA,60000000,Action,Crime,Drama,Thriller,,101,Jon Avnet,198,50,1000,Al Pacino,22000,Robert De Niro,73368,38809,50 Cent,2,blood splatter|execution|new york city|nypd|serial killer,English,USA,14000,6,0
Rio,"{'id': 229932, 'name': 'Rio Collection', 'poster_path': '/AuaToCmX55xDycK4oFJEYMgcK0O.jpg', 'backdrop_path': '/ndCkoXtdQErEb7RAfq0Y93xZzoG.jpg'}",90000000,Animation,Adventure,Comedy,Family,,96,Carlos Saldanha,240,107,350,Wanda Sykes,11000,Anne Hathaway,165333,12071,Will.i.am,0,bird|brazilian|cockatoo|macaw|minnesota,English,USA,560,7,19000
Rio 2,"{'id': 229932, 'name': 'Rio Collection', 'poster_path': '/AuaToCmX55xDycK4oFJEYMgcK0O.jpg', 'backdrop_path': '/ndCkoXtdQErEb7RAfq0Y93xZzoG.jpg'}",103000000,Animation,Adventure,Comedy,Family,,102,Carlos Saldanha,159,107,56,Rachel Crow,688,Miguel Ferrer,58498,1031,Jeffrey Garcia,0,amazon|bird|father in law|jungle|no opening credits,English,USA,237,6.4,0
Ripley's Game,NA,30000000,Crime,Thriller,,,,110,Liliana Cavani,56,59,24,Dougray Scott,1000,Ray Winstone,14618,1831,Chiara Caselli,0,art forgery|concert|dying|picture framer|villa,English,Italy,794,6.7,447
Rise of the Guardians,NA,145000000,Fantasy,Animation,Family,,,97,Peter Ramsey,256,52,161,Kamil McFadden,20000,Hugh Jackman,123553,20645,Khamani Griffin,0,belief|box office hit|children|new york city|tooth,English,USA,315,7.3,25000
Rise of the Planet of the Apes,"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/qQrEMycfVN2gRlKTLWGn0QdOnSk.jpg', 'backdrop_path': '/mepJpyqVtD6P65vgCU1ngGFEjs5.jpg'}",93000000,Thriller,Action,Drama,Science Fiction,,105,Rupert Wyatt,529,81,779,David Oyelowo,11000,James Franco,403836,13118,Tyler Labine,0,alzheimer's disease|ape|chimpanzee|fire|when animals attack,English,USA,1000,7.6,47000
Risen,NA,20000000,Action,,,,,107,Kevin Reynolds,122,58,47,Jan Cornet,141,Peter Firth,12276,389,María Botto,2,biblical|crucifixion|judea|resurrection|roman soldier,English,USA,76,6.3,21000
River's Edge,NA,19000000,Crime,Drama,,,,99,Tim Hunter,45,28,223,Daniel Roebuck,18000,Keanu Reeves,11763,19649,Ione Skye,2,death|friend|high school|murder|police,English,USA,1000,7.1,0
Road Hard,NA,1500000,Comedy,,,,,97,Adam Carolla,14,102,360,Jim O'Heir,563,Jay Mohr,1351,2628,David Alan Grier,0,girl in panties|panties|red panties|stand up comedy,English,USA,485,6.1,212
Road House,"{'id': 224976, 'name': 'Road House Collection', 'poster_path': None, 'backdrop_path': None}",15000000,Action,Thriller,,,,114,Rowdy Herrington,83,9,466,Kevin Tighe,623,Ben Gazzara,42987,2484,Kelly Lynch,1,bikini|cult film|fired from the job|martial arts|violence,English,USA,472,6.5,0
Road to Perdition,NA,80000000,Thriller,Crime,Drama,,,117,Sam Mendes,226,0,818,Jennifer Jason Leigh,15000,Tom Hanks,200359,16828,Liam Aiken,0,1930s|blood|gun|on the run|revenge,English,USA,1000,7.7,0
Road Trip,"{'id': 96679, 'name': 'Road Trip Collection', 'poster_path': '/7bXQaid9TkgGAPuoYFHzbr1alv9.jpg', 'backdrop_path': '/iuYpphSiPphENadtbohjjhId7rP.jpg'}",16000000,Comedy,Adventure,,,,93,Todd Phillips,103,480,486,Rachel Blanchard,1000,Ethan Suplee,132963,3889,Paulo Costanzo,5,blonde|college|friend|highway travel|road trip,English,USA,490,6.5,0
Roar,NA,17000000,Adventure,Thriller,,,,102,Noel Marshall,50,4,60,Melanie Griffith,634,Tippi Hedren,1275,1262,Zakes Mokae,0,chase|dead man|jungle|killing a lion|killing a tiger,English,USA,537,6.4,0
Rob Roy,NA,28000000,Adventure,,,,,139,Michael Caton-Jones,44,105,902,Jason Flemyng,14000,Liam Neeson,34427,16125,Eric Stoltz,1,18th century|highlands|scotland|sexual cruelty|sword fight,English,USA,1000,6.9,0
Robin Hood,NA,15000000,Animation,Family,,,,83,Ridley Scott,343,0,738,William Hurt,891,Mark Addy,211765,3244,Scott Grimes,0,1190s|archer|england|king of england|robin hood,English,USA,882,6.7,17000
Robin Hood,NA,200000000,Action,Adventure,,,,140,Ridley Scott,343,0,738,William Hurt,891,Mark Addy,211765,3244,Scott Grimes,0,1190s|archer|england|king of england|robin hood,English,USA,882,6.7,17000
Robin Hood: Prince of Thieves,NA,48000000,Adventure,,,,,143,Kevin Reynolds,67,58,720,Morgan Freeman,25000,Alan Rickman,145257,38518,Michael Wincott,0,balladeer|crusades|england|king|modern minstrel,English,USA,11000,6.9,0
RoboCop,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",120000000,Action,Science Fiction,,,,102,José Padilha,492,294,1000,Abbie Cornish,10000,Gary Oldman,182899,14161,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,English,USA,2000,6.2,60000
RoboCop,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",120000000,Action,Science Fiction,,,,102,José Padilha,492,294,1000,Abbie Cornish,10000,Gary Oldman,182910,14160,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,English,USA,2000,6.2,60000
RoboCop,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",13000000,Action,Thriller,Science Fiction,,,102,José Padilha,492,294,1000,Abbie Cornish,10000,Gary Oldman,182899,14161,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,English,USA,2000,6.2,60000
RoboCop,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",13000000,Action,Thriller,Science Fiction,,,102,José Padilha,492,294,1000,Abbie Cornish,10000,Gary Oldman,182910,14160,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,English,USA,2000,6.2,60000
RoboCop 3,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",22000000,Action,Adventure,Crime,Science Fiction,Thriller,104,Fred Dekker,75,87,691,Rip Torn,1000,CCH Pounder,35018,3148,Mako,0,android|corporation|ninja|police|robocop,English,USA,826,3.9,716
Robot & Frank,NA,2500000,Science Fiction,Comedy,Drama,Crime,,85,Jake Schreier,252,14,215,Joshua Ormond,902,Frank Langella,52509,1980,Ana Gasteyer,3,burglary|dementia|near future|robot|thief,English,USA,291,7.1,13000
Robots,NA,75000000,Animation,Comedy,Family,Science Fiction,,91,Chris Wedge,163,77,208,Drew Carey,1000,Jim Broadbent,103022,1804,Paula Abdul,1,actor voicing multiple characters|box office hit|coffee|plate|robot,English,USA,311,6.3,0
Rock of Ages,NA,75000000,Comedy,Drama,Music,Romance,,123,Adam Shankman,360,163,66,Shane Hartline,394,James Martin Kelly,61995,712,Celina Beach,7,concert|love|music industry|panties|pole dancer,English,USA,217,5.9,33000
Rock Star,NA,57000000,Music,Drama,Comedy,,,105,Stephen Herek,107,65,108,Dagmara Dominczyk,628,Beth Grant,34592,1265,Matthew Glave,0,cover band|fired from a job|heavy metal|rock star|tribute band,English,USA,316,6.2,0
Rocket Singh: Salesman of the Year,NA,1250000,Drama,Comedy,Romance,,,156,Shimit Amin,14,6,20,Shazahn Padamsee,964,Ranbir Kapoor,11010,1052,Gauhar Khan,1,boss|computer|honesty|sales|salesman,Hindi,India,22,7.5,773
Rocky,"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",1000000,Drama,,,,,119,John G. Avildsen,141,80,794,Burgess Meredith,13000,Sylvester Stallone,375240,16094,Carl Weathers,0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,English,USA,1000,8.1,0
Rocky Balboa,"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",24000000,Drama,,,,,102,Sylvester Stallone,285,13000,461,Burt Young,13000,Sylvester Stallone,162130,15111,Mike Tyson,0,boxing|fight|heavyweight champion|restaurant|retired boxer,English,USA,683,7.2,0
Roger & Me,NA,160000,Documentary,History,,,,91,Michael Moore,40,909,42,Pat Boone,909,Michael Moore,22800,1048,Bob Eubanks,0,factory|flint michigan|general motors|michigan|quest,English,USA,91,7.5,667
Role Models,NA,28000000,Comedy,,,,,99,David Wain,173,136,526,Ken Marino,833,Joe Lo Truglio,195255,3400,Bobb'e J. Thompson,1,absent father|big brother|community service|live action role playing|peter pan syndrome,English,Germany,543,6.9,0
Rollerball,NA,0,Adventure,Action,Science Fiction,,,125,John McTiernan,151,323,390,Chris Klein,1000,LL Cool J,22264,2763,Andrew Bryniarski,3,ball|blood|skating|song|year 2005,English,USA,841,3,584
Romance & Cigarettes,NA,0,Comedy,Music,Romance,,,105,John Turturro,87,0,776,Steve Buscemi,14000,Kate Winslet,10052,28004,Eddie Izzard,0,anal sex|death|dream|poem|sex,English,USA,12000,6.3,0
Romeo + Juliet,NA,14500000,Drama,Romance,,,,120,Baz Luhrmann,106,1000,954,Harold Perrineau,29000,Leonardo DiCaprio,167750,33791,Brian Dennehy,2,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,English,USA,1000,6.8,10000
Romeo Is Bleeding,NA,11500000,Action,Crime,Drama,Thriller,,100,Peter Medak,30,34,541,Michael Wincott,10000,Gary Oldman,10735,13160,Lena Olin,1,detective|police|protection|russian|sergeant,English,UK,721,6.6,561
Romeo Must Die,NA,25000000,Action,Crime,Thriller,,,115,Andrzej Bartkowiak,70,43,775,Delroy Lindo,5000,Jet Li,57040,9082,Aaliyah,1,death|hong kong|kung fu|prison|waterfront,English,USA,848,6.1,0
Ronin,NA,55000000,Action,Thriller,Crime,Adventure,,122,John Frankenheimer,149,287,135,Natascha McElhone,22000,Robert De Niro,145422,24270,Michael Lonsdale,2,case|ex kgb|ronin|russian|suitcase,English,UK,2000,7.3,0
Room,NA,6000000,Drama,Thriller,,,,117,Lenny Abrahamson,421,412,491,Jacob Tremblay,805,Joan Allen,161288,2499,Cas Anvar,0,based on novel|escape|imprisonment|kidnapping|mother son relationship,English,Ireland,681,8.3,72000
Rosemary's Baby,"{'id': 264338, 'name': ""Rosemary's Baby Collection"", 'poster_path': '/yP9DnKsSGcEuHJktQYotND6dsgJ.jpg', 'backdrop_path': '/36RmiFNEbyfTOF3GG17rOyv4XGD.jpg'}",3200000,Horror,Drama,Mystery,,,136,Roman Polanski,215,2000,449,Mia Farrow,917,John Cassavetes,140527,2997,Charles Grodin,0,devil worship|incubus|paranoia|raped by a demon|satanism,English,USA,563,8,13000
Rounders,NA,12000000,Drama,Crime,,,,121,John Dahl,128,131,599,Martin Landau,13000,Matt Damon,121676,14890,Gretchen Mol,2,breasts|cult film|loan shark|poker|reference to christy turlington,English,USA,940,7.4,0
Rubber,NA,500000,Comedy,Drama,Fantasy,Horror,Mystery,85,Quentin Dupieux,230,248,196,Jack Plotnick,353,Haley Ramm,26185,1498,Cecelia Antoinette,0,desert|dump|show|spectator|tire,English,France,248,5.8,46000
Ruby in Paradise,NA,800000,Drama,Romance,,,,114,Victor Nunez,11,9,86,Todd Field,159,Allison Dean,2039,423,Dorothy Lyman,1,desire|florida|identity|resort town|sales,English,USA,143,7.2,81
Rudderless,NA,5000000,Music,Drama,Comedy,,,105,William H. Macy,44,0,394,Felicity Huffman,745,Billy Crudup,12672,1986,David Adam Flannery,1,demo tape|directed by cast member|grieving father|guitar|guitar player,English,USA,508,7.5,0
Rugrats in Paris: The Movie,"{'id': 57129, 'name': 'Rugrats Collection', 'poster_path': '/zamw6yLqCFqAHG1HPSPOCws82Bb.jpg', 'backdrop_path': '/pFgV70FI1URDLFY3bllhPl6sC33.jpg'}",30,Adventure,Animation,Comedy,Family,,78,Stig Bergqvist,41,0,786,Casey Kasem,971,Elizabeth Daily,8146,4527,Debbie Reynolds,0,amusement park|baby|france|paris france|villain,English,Germany,844,6.1,181
Rules of Engagement,NA,60000000,Action,Adventure,Drama,History,War,128,NA,8,NA,402,Oliver Hudson,732,Bianca Kajlich,26404,2064,Adhir Kalyan,3,fiance|fiancee|magazine editor|naivety|womanizer,English,USA,607,7.3,0
Rumble in the Bronx,NA,7500000,Crime,Action,Comedy,Thriller,,91,Stanley Tong,62,7,36,Anita Mui,186,Françoise Yip,29843,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,Cantonese,Hong Kong,147,6.7,0
Run All Night,NA,50000000,Action,Crime,Drama,Mystery,Thriller,114,Jaume Collet-Serra,236,174,655,Common,14000,Liam Neeson,76010,16992,Bruce McGill,2,death|drug dealer|limousine|limousine driver|one night,English,USA,988,6.6,15000
Run Lola Run,NA,1530000,Action,Drama,Thriller,,,81,Tom Tykwer,181,670,34,Ludger Pistor,486,Moritz Bleibtreu,161471,623,Armin Rohde,1,bechdel test failed|money|multiple outcomes|repeated event|subway,German,Germany,37,7.8,0
"Run, Fatboy, Run",NA,10000000,Comedy,Romance,,,,100,David Schwimmer,168,0,231,Iddo Goldberg,427,Dylan Moran,58509,1022,India de Beaufort,0,blister|gym|marathon|training|wedding,English,UK,269,6.6,0
Runaway Bride,NA,70000000,Comedy,Romance,,,,116,Garry Marshall,103,0,995,Christopher Meloni,8000,Julia Roberts,74274,12790,Hector Elizondo,2,bride|columnist|journalist|maryland|wedding,English,USA,3000,5.5,0
Runner Runner,NA,30000000,Crime,Thriller,Drama,,,91,Brad Furman,184,65,681,John Heard,3000,Justin Timberlake,52069,5706,David Costabile,3,costa rica|fbi agent|gambling|money|online gambling,English,USA,697,5.6,0
Running Scared,NA,17000000,Action,Crime,Drama,Thriller,,122,Wayne Kramer,157,47,834,Chazz Palminteri,23000,Paul Walker,88590,27381,Ivana Milicevic,2,adult child friendship|corrupt cop|fistfight|gangster|thug,English,Germany,979,7.4,0
Running with Scissors,NA,12000000,Drama,Comedy,,,,116,Ryan Murphy,132,708,316,Joseph Cross,433,Jill Clayburgh,20000,1291,Dagmara Dominczyk,0,alcoholic|fame|therapist|writer|writing,English,USA,398,6.2,0
Rush,NA,38000000,Drama,Action,,,,123,Ron Howard,393,2000,471,Olivia Wilde,26000,Chris Hemsworth,312629,37206,Alexandra Maria Lara,0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,English,UK,10000,8.1,83000
Rush Hour,"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}",33000000,Action,Comedy,Crime,Thriller,,98,NA,5,NA,452,Aimee Garcia,778,Jon Foo,2185,2255,Wendie Malick,2,NA,English,USA,618,5.8,0
Rush Hour 2,"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}",90000000,Action,Comedy,Crime,Thriller,,90,Brett Ratner,127,420,141,John Lone,191,Mei Melançon,160440,664,Harris Yulin,2,boat|gang|hong kong|triad|vacation,English,USA,165,6.6,0
Rush Hour 3,"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}",140000000,Action,Comedy,Crime,Thriller,,91,Brett Ratner,162,420,173,Dana Ivey,268,Tzi Ma,121084,1125,Noémie Lenoir,2,ambassador|assassination|chinese|french|triad,English,USA,268,6.2,0
Rushmore,NA,9000000,Comedy,Drama,,,,93,Wes Anderson,179,0,766,Connie Nielsen,13000,Bill Murray,134458,15716,Olivia Williams,2,coming of age|friendship|private school|student|teacher,English,USA,933,7.7,5000
S.W.A.T.,"{'id': 221111, 'name': 'S.W.A.T. Collection', 'poster_path': '/iaBn9GPUik9xwfHIelzTXJi5ClY.jpg', 'backdrop_path': '/75To7hSFaAuciz4EXAFfj4LH6Od.jpg'}",80000000,Action,Thriller,Crime,,,117,Clark Johnson,144,69,1000,Josh Charles,10000,Jeremy Renner,119807,14486,LL Cool J,1,hostage|police|prison|swat team|training,English,USA,1000,6,0
Sabotage,NA,35000000,Action,Drama,Thriller,Crime,,110,David Ayer,233,453,120,Martin Donovan,1000,Mireille Enos,47502,1458,Maurice Compte,3,dea|drug cartel|kicked in the crotch|strip club|tough girl,English,USA,206,5.7,10000
Sabotage,NA,35000000,Action,Drama,Thriller,Crime,,110,David Ayer,233,453,120,Martin Donovan,1000,Mireille Enos,47498,1458,Maurice Compte,3,dea|drug cartel|kicked in the crotch|strip club|tough girl,English,USA,206,5.7,10000
Safe,NA,30000000,Action,Crime,Thriller,,,94,Boaz Yakin,258,132,317,Reggie Lee,26000,Jason Statham,83097,27759,Robert John Burke,2,bodyguard|gang war|russian|russian mafia|triad,English,USA,828,6.5,12000
Safe Haven,NA,28000000,Romance,,,,,115,Lasse Hallström,184,529,325,Noah Lomax,576,David Lyons,78008,1554,Mimi Kirkland,0,abusive husband|chick flick|north carolina|secret|widower,English,USA,447,6.7,23000
Safe House,NA,85000000,Action,Thriller,,,,115,Daniel Espinosa,298,79,820,Ryan Reynolds,18000,Denzel Washington,166693,36237,Sam Shepard,1,cia|cia agent|consulate|on the run|safe house,English,USA,16000,6.8,19000
Safety Not Guaranteed,NA,750000,Comedy,Romance,Science Fiction,Drama,,85,Colin Trevorrow,271,365,522,Mark Duplass,934,Mary Lynn Rajskub,101287,2714,Jeff Garlin,0,classified ad|intern|magazine|time machine|time travel,English,USA,830,7,31000
Sahara,NA,0,Adventure,Animation,Comedy,Family,,86,Breck Eisner,163,42,848,Rainn Wilson,11000,Matthew McConaughey,77673,13073,Delroy Lindo,3,beach|civil war|desert|dictator|ship,English,UK,973,6,0
Sahara,NA,130000000,Action,Adventure,Comedy,Drama,Mystery,124,Breck Eisner,163,42,848,Rainn Wilson,11000,Matthew McConaughey,77673,13073,Delroy Lindo,3,beach|civil war|desert|dictator|ship,English,UK,973,6,0
Saint John of Las Vegas,NA,3800000,Comedy,,,,,84,Hue Rhodes,45,0,966,Steve Buscemi,22000,Peter Dinklage,2522,36885,Romany Malco,1,city name in title|male frontal nudity|place name in title,English,USA,12000,5.8,407
Saints and Soldiers,"{'id': 306063, 'name': 'Saints and Soldiers Collection', 'poster_path': '/mhL9AqCr94RYecdvhV8KitCc0gW.jpg', 'backdrop_path': '/uAv2zvBtIGujt9jGELeHKEaNjRi.jpg'}",780000,Action,Adventure,Drama,History,War,90,Ryan Little,33,38,69,Larry Bagby,214,Corbin Allred,17725,587,Kirby Heyborne,0,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,English,USA,115,6.8,1000
Salt,NA,110000000,Action,Mystery,Thriller,,,100,Phillip Noyce,330,176,282,Andre Braugher,11000,Angelina Jolie Pitt,245621,12406,August Diehl,1,cia|on the run|russian|russian spy|strong female lead,English,USA,702,6.4,23000
Salvador,NA,4500000,Drama,,,,,123,Oliver Stone,48,0,491,John Savage,854,Jim Belushi,15175,2762,Juan Fernández,0,1980s|el salvador|political thriller|reagan administration|war journalism,English,UK,652,7.5,1000
Salvation Boulevard,NA,8000000,Comedy,Thriller,Action,Drama,,96,George Ratliff,48,3,38,Cree Kelly,472,Jim Gaffigan,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,English,USA,39,5.3,1000
Samsara,NA,3000000,Romance,Drama,Adventure,,,138,Ron Fricke,115,330,0,Balinese Tari Legong Dancers,48,Collin Alfredo St. Dic,22457,48,Puti Sri Candra Dewi,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,None,USA,0,8.5,26000
Samsara,NA,4000000,Drama,Documentary,,,,102,Ron Fricke,115,330,0,Balinese Tari Legong Dancers,48,Collin Alfredo St. Dic,22457,48,Puti Sri Candra Dewi,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,None,USA,0,8.5,26000
San Andreas,NA,110000000,Action,Drama,Thriller,,,114,Brad Peyton,358,62,884,Ioan Gruffudd,12000,Dwayne Johnson,147497,16718,Archie Panjabi,0,disaster movie|earthquake|journey|natural disaster|san andreas fault,English,USA,2000,6.1,52000
