title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
It's a Wonderful Life,NA,3180000,Drama,Family,Fantasy,,,15.031588,RKO Radio Pictures,Liberty Films (II),12,20,1946,12/20/1946,9644124,130,Frank Capra,206,964,248,Lionel Barrymore,488,Donna Reed,275720,1844,Thomas Mitchell,0,angel|bank|guardian angel|second chance|small town life,English,United States,275,8.6,41000
It's All Gone Pete Tong,NA,2000000,Drama,Comedy,Music,,,2.812182,,,9,12,2004,9/12/2004,120620,90,Michael Dowse,58,31,137,Neil Maskell,326,Paul Kaye,16828,865,Kate Magowan,1,deafness|disappearance|ears|ibiza|musician,English,United Kingdom,246,7.4,0
It's Complicated,NA,85000000,Comedy,Romance,,,,9.083133,Universal Pictures,Scott Rudin Productions,12,23,2009,12/23/2009,219103655,121,Nancy Meyers,187,278,963,Hunter Parrish,11000,Meryl Streep,69860,15226,Zoe Kazan,2,affair|divorce|graduation|vomiting|watching television,English,United States,2000,6.6,0
It's Kind of a Funny Story,NA,8000000,Comedy,Drama,,,,8.172013,Focus Features,,7,6,2010,7/6/2010,6491240,101,Anna Boden,163,16,472,Jeremy Davies,943,Zoë Kravitz,106098,2786,Jim Gaffigan,3,based on novel|depression|psychiatric ward|suicide attempt|therapy,English,United States,769,7.2,20000
It Follows,NA,2000000,Horror,Thriller,,,,20.359336,Northern Lights Films,Animal Kingdom,2,4,2015,2/4/2015,14674076,100,David Robert Mitchell,533,421,159,Ruby Harris,314,Maika Monroe,112899,1062,Jake Weary,0,ambiguous ending|being followed|sex scene|supernatural|supernatural being,English,United States,189,6.9,45000
It Happened One Night,NA,325000,Comedy,Romance,,,,6.465257,Columbia Pictures Corporation,,2,22,1934,2/22/1934,4500000,105,Frank Capra,124,964,21,Alan Hale,380,Claudette Colbert,64888,540,Walter Connolly,1,bus|detective|love|money|reporter,English,United States,114,8.2,0
J. Edgar,NA,35000000,Drama,Crime,History,,,9.529382,Imagine Entertainment,Malpaso Productions,11,9,2011,11/9/2011,84606030,137,Clint Eastwood,392,16000,363,Naomi Watts,29000,Leonardo DiCaprio,102728,36258,Kaitlyn Dever,0,agent|fbi|federal bureau of investigation|gay relationship|secret,English,United States,6000,6.6,16000
Jack and Jill,NA,79000000,Comedy,,,,,6.620033,Columbia Pictures,Happy Madison Productions,11,11,2011,11/11/2011,149673788,91,Dennis Dugan,156,221,553,Adam Sandler,14000,Al Pacino,60370,27405,Tim Meadows,2,advertising|advertising executive|commercial|protective male|twins,English,United States,11000,3.4,0
Jack Reacher,"{'id': 403374, 'name': 'Jack Reacher Collection', 'poster_path': '/7baSUtFKi8PQ9SLo6ECYBfAW2K8.jpg', 'backdrop_path': '/3FHrAeYMogXd6K1e5tUzQAiS7GE.jpg'}",60000000,Crime,Drama,Thriller,,,12.789812,Paramount Pictures,Mutual Film Company,12,20,2012,12/20/2012,218340595,130,Christopher McQuarrie,387,188,1000,Robert Duvall,10000,Tom Cruise,226583,16385,David Oyelowo,2,coma|mysterious villain|police chase|shooting range|sniper,English,United States,3000,7,38000
Jack Reacher,"{'id': 403374, 'name': 'Jack Reacher Collection', 'poster_path': '/7baSUtFKi8PQ9SLo6ECYBfAW2K8.jpg', 'backdrop_path': '/3FHrAeYMogXd6K1e5tUzQAiS7GE.jpg'}",60000000,Crime,Drama,Thriller,,,12.789812,Paramount Pictures,Mutual Film Company,12,20,2012,12/20/2012,218340595,130,Christopher McQuarrie,387,188,1000,Robert Duvall,10000,Tom Cruise,226570,16385,David Oyelowo,2,coma|mysterious villain|police chase|shooting range|sniper,English,United States,3000,7,38000
Jack Ryan: Shadow Recruit,"{'id': 192492, 'name': 'The Jack Ryan Collection', 'poster_path': '/uCuiExsQDyJagov5aVAyw38YEm.jpg', 'backdrop_path': '/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg'}",60000000,Action,Drama,Thriller,,,11.234862,Paramount Pictures,Di Bonaventura Pictures,1,15,2014,1/15/2014,50549107,105,Kenneth Branagh,313,0,288,Nonso Anozie,539,Colm Feore,99035,1411,Gemma Chan,3,covert analyst|marine|russian|spy|stock market,English,United States,394,6.2,17000
Jack the Giant Slayer,NA,195000000,Action,Family,Fantasy,,,11.606061,New Line Cinema,Original Film,2,27,2013,2/27/2013,197687603,114,Bryan Singer,338,0,140,Ewen Bremner,979,Eddie Marsan,106416,1766,Ralph Brown,1,bean|giant|king|no opening credits|princess,English,United States,557,6.3,22000
Jackass 3D,"{'id': 17178, 'name': 'Jackass Collection', 'poster_path': '/olpnvtLgoScLiCg3YHJ3f27F98f.jpg', 'backdrop_path': '/lidPLbyE1JCUacEDOzkTCncCPBL.jpg'}",20000000,Comedy,Documentary,Action,,,10.997518,MTV Films,,10,15,2010,10/15/2010,117224271,94,Jeff Tremaine,156,79,218,Steve-O,608,Bam Margera,47794,1787,Chris Pontius,1,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,English,United States,362,7.1,0
Jackass Number Two,"{'id': 17178, 'name': 'Jackass Collection', 'poster_path': '/olpnvtLgoScLiCg3YHJ3f27F98f.jpg', 'backdrop_path': '/lidPLbyE1JCUacEDOzkTCncCPBL.jpg'}",11000000,Action,Comedy,Documentary,,,7.915368,Paramount Pictures,,9,22,2006,9/22/2006,72778712,95,Jeff Tremaine,104,79,218,Steve-O,608,Bam Margera,56595,1853,Chris Pontius,0,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,English,United States,362,7.1,641
Jackass: The Movie,"{'id': 17178, 'name': 'Jackass Collection', 'poster_path': '/olpnvtLgoScLiCg3YHJ3f27F98f.jpg', 'backdrop_path': '/lidPLbyE1JCUacEDOzkTCncCPBL.jpg'}",5000000,Documentary,Comedy,,,,14.095586,Paramount Pictures,MTV Films,10,21,2002,10/21/2002,64282312,87,Jeff Tremaine,106,79,218,Steve-O,608,Bam Margera,67992,1770,Chris Pontius,0,alligator|golf|japan|panda|stunt,English,United States,362,6.6,0
Jackie Brown,NA,12000000,Comedy,Crime,Romance,,,16.415498,Miramax Films,,12,24,1997,12/24/1997,39673162,154,Quentin Tarantino,140,16000,889,Sid Haig,22000,Robert De Niro,239540,25522,Robert Forster,5,arms dealer|atf|bail|money|multiple perspectives,English,United States,1000,7.5,0
Jade,NA,50000000,Action,Thriller,Mystery,Romance,,11.418917,Paramount Pictures,,10,13,1995,10/13/1995,9851610,95,William Friedkin,50,607,602,Chazz Palminteri,2000,Michael Biehn,9227,5461,Linda Fiorentino,0,blackmail|investigation|murder|panties pulled down|prostitution,English,United States,979,5.1,422
Jane Got a Gun,NA,25000000,Action,Drama,Western,,,8.826071,Handsomecharlie Films,Unanimous Pictures,1,1,2016,1/1/2016,1397284,98,Gavin O'Connor,123,149,439,Noah Emmerich,20000,Natalie Portman,8885,21414,Boyd Holbrook,0,brothel|death of husband|ex lover|haunted by the past|redemption,English,United States,617,5.8,0
Jarhead,"{'id': 285564, 'name': 'Jarhead Collection', 'poster_path': '/aRFpBjCseFD6UmahAuLdqS7Or5q.jpg', 'backdrop_path': '/ifSnip5tvaHvxLPAyjkiihE6T2I.jpg'}",72000000,Drama,War,,,,9.997032,Universal Pictures,Neal Street Productions,11,4,2005,11/4/2005,96889998,125,Sam Mendes,262,0,210,Brian Geraghty,15000,Jake Gyllenhaal,143525,15850,James Morrison,0,american abroad|gulf war|u.s. military|u.s. soldier|usmc,English,Germany,383,7.1,0
Jason Bourne,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",120000000,Action,Thriller,,,,19.133256,The Kennedy/Marshall Company,Captivate Entertainment,7,27,2016,7/27/2016,415484914,123,Paul Greengrass,267,521,265,Riz Ahmed,13000,Matt Damon,40123,13752,Ato Essandoh,0,black ops|chase|cia|cia agent|repeated scene,English,United Kingdom,365,7.1,31000
Jason Goes to Hell: The Final Friday,"{'id': 9735, 'name': 'Friday the 13th Collection', 'poster_path': '/uobgqpLQff9WvxGKE2OSvXv1RHm.jpg', 'backdrop_path': '/c7pMKwv5NzIN6N3KM4L8fYMTtPw.jpg'}",3000000,Fantasy,Horror,Thriller,,,9.223325,New Line Cinema,Sean S. Cunningham Films,8,13,1993,8/13/1993,15938065,87,Adam Marcus,112,18,307,Leslie Jordan,935,Kane Hodder,19331,2899,Erin Gray,0,brutality|evil|jason voorhees|paranormal phenomena|terror,English,United States,805,4.3,949
Jason X,"{'id': 9735, 'name': 'Friday the 13th Collection', 'poster_path': '/uobgqpLQff9WvxGKE2OSvXv1RHm.jpg', 'backdrop_path': '/c7pMKwv5NzIN6N3KM4L8fYMTtPw.jpg'}",11000000,Horror,Science Fiction,,,,7.793873,New Line Cinema,Sean S. Cunningham Films,7,24,2001,7/24/2001,16951798,91,James Isaac,205,52,489,Kane Hodder,1000,Peter Mensah,38985,3050,Lexa Doig,1,jason voorhees|lake|machete|scientist|slasher,English,United States,935,4.4,0
Jawbreaker,NA,3000000,Comedy,,,,,7.434797,TriStar Pictures,Crossroads Films,1,30,1999,1/30/1999,3076820,87,Darren Stein,49,18,844,Judy Greer,3000,Julie Benz,18711,9555,Jeff Conaway,3,best friend|bitch|friend|popular girl|prom,English,United States,2000,5.4,0
Jaws,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",7000000,Horror,Thriller,Adventure,,,19.726114,Universal Pictures,Zanuck/Brown Productions,6,18,1975,6/18/1975,470654000,124,Steven Spielberg,385,14000,366,Robert Shaw,813,Roy Scheider,412454,2047,Murray Hamilton,0,beach|blockbuster|fishing|great white shark|shark,English,United States,559,8,21000
Jaws 2,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",20000000,Horror,Thriller,,,,11.21306,Universal Pictures,,6,16,1978,6/16/1978,187884007,116,Jeannot Szwarc,75,82,85,Murray Hamilton,813,Roy Scheider,51314,1520,Joseph Mascolo,0,great white shark|island|mayor|police chief|shark,English,United States,366,5.7,0
Jaws: The Revenge,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",23000000,Adventure,Thriller,,,,9.327986,Universal Pictures,,7,17,1987,7/17/1987,51881013,89,Joseph Sargent,80,114,434,Mario Van Peebles,912,Judith Barsi,30840,2355,Lynn Whitfield,0,banana boat|boat|christmas|sea|shark,English,United States,535,2.8,0
Jay and Silent Bob Strike Back,NA,22000000,Comedy,,,,,11.619446,Dimension Films,View Askew Productions,8,22,2001,8/22/2001,33788161,104,Kevin Smith,181,0,898,Shannon Elizabeth,8000,Will Ferrell,128593,11632,Jason Mewes,5,internet|jay and silent bob|new jersey|orangutan|police,English,United States,1000,6.9,0
Jeepers Creepers,"{'id': 94899, 'name': 'Jeepers Creepers Collection', 'poster_path': '/2qyn3GJXqLP54fbWazRGvsnkmAA.jpg', 'backdrop_path': '/mzFtvzOdmuDYoQQuOzulsJkAUQB.jpg'}",10000000,Horror,Thriller,,,,10.414363,United Artists,American Zoetrope,7,1,2001,7/1/2001,59217789,90,Victor Salva,190,108,270,Patricia Belcher,1000,Eileen Brennan,86890,1982,Jonathan Breck,0,demon|gore|record player|tattoo|wings,English,Germany,322,6.1,0
"Jeff, Who Lives at Home",NA,10000000,Drama,Comedy,,,,5.872794,Indian Paintbrush,,9,13,2011,9/13/2011,4417580,83,Jay Duplass,182,157,581,Evan Ross,2000,Judy Greer,56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,English,United States,616,6.5,0
Jefferson in Paris,NA,14000000,Drama,Romance,,,,1.596058,Merchant Ivory Productions,Touchstone Pictures,3,31,1995,3/31/1995,2474000,139,James Ivory,20,133,5,Todd Boyce,423,Seth Gilliam,2427,446,Nigel Whitmey,1,18th century|ambassador|french revolution|friendship|thomas jefferson,English,France,15,5.7,127
Jennifer's Body,NA,16000000,Comedy,Horror,,,,13.483131,Dune Entertainment,Fox Atomic,9,18,2009,9/18/2009,31556061,100,Karyn KUnited Statesma,300,45,271,Amy Sedaris,24000,J.K. Simmons,92712,24805,Cynthia Stevenson,1,cannibalism|cheerleader|condom|hook for hand|satanic ritual,English,United States,396,5.1,6000
Jerry Maguire,NA,50000000,Comedy,Drama,Romance,,,11.807601,Gracie Films,TriStar Pictures,12,6,1996,12/6/1996,273552592,139,Cameron Crowe,109,488,597,Kelly Preston,10000,Tom Cruise,189923,12182,Bonnie Hunt,0,agent|career|client|fiance|sports agent,English,United States,743,7.3,0
Jersey Boys,NA,40000000,Music,Drama,,,,6.447072,Warner Bros.,,6,5,2014,6/5/2014,67347013,134,Clint Eastwood,249,16000,235,Steve Schirripa,880,Johnny Cannizzaro,25465,2281,Scott Vance,1,band|music group|musical quartet|singer|song,English,United States,413,6.9,16000
Jersey Girl,NA,35000000,Comedy,Romance,,,,5.706507,Miramax Films,Beverly Detroit,3,25,2004,3/25/2004,36098382,102,Kevin Smith,164,0,769,Mike Starr,939,Stephen Root,54346,3592,George Carlin,5,baby|childbirth|death|karma|publicist,English,United States,854,6.2,0
JFK,NA,40000000,Drama,Thriller,History,,,13.813146,Camelot Productions,Canal Plus Group,12,20,1991,12/20/1991,205405498,189,Oliver Stone,125,0,4,Jay O. Sanders,433,Sally Kirkland,113472,698,Cheryl Penland,1,death|gay slur|homosexuality|investigation|president,English,France,256,8,0
Jimmy Neutron: Boy Genius,NA,25000000,Action,Adventure,Animation,Comedy,Family,7.308162,Nickelodeon Movies,Universal Cartoon Studios,12,21,2001,12/21/2001,80936232,83,John A. Davis,66,8,179,Rob Paulsen,770,Martin Short,23943,2251,Andrea Martin,0,alien|boy genius|children|genius|rescue,English,United States,677,6,425
Jingle All the Way,"{'id': 307637, 'name': 'Jingle All the Way Collection', 'poster_path': '/8lId3K1HKp39peVG1VwLfA6RFsK.jpg', 'backdrop_path': '/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg'}",60000000,Family,Comedy,,,,7.898202,Twentieth Century Fox Film Corporation,1492 Pictures,11,15,1996,11/15/1996,129832389,89,Brian Levant,81,32,626,Harvey Korman,854,Jim Belushi,68406,4530,Jake Lloyd,1,action figure|christmas|hero|karate|toy,English,United States,628,5.4,0
Joe,NA,106000,Drama,,,,,0.345862,,,7,15,1970,7/15/1970,19319254,107,David Gordon Green,232,234,221,Tye Sheridan,12000,Nicolas Cage,36494,13607,Ronnie Gene Blevins,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,English,United States,1000,6.9,11000
Joe,NA,4000000,Drama,,,,,13.784411,Worldview Entertainment,Muskat Filmed Properties,4,11,2014,4/11/2014,2365467,118,David Gordon Green,232,234,221,Tye Sheridan,12000,Nicolas Cage,36494,13607,Ronnie Gene Blevins,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,English,United States,1000,6.9,11000
Joe Dirt,"{'id': 353325, 'name': 'Joe Dirt Collection', 'poster_path': '/mGBcUtULhBQnJtmNlZO2J7Escph.jpg', 'backdrop_path': '/x1blCWyMyhAfZ5nDmqUHtdyATFS.jpg'}",17700000,Mystery,Adventure,Comedy,Romance,Drama,10.442468,Columbia Pictures,Happy Madison Productions,4,10,2001,4/10/2001,30987695,91,Dennie Gordon,78,29,459,Erik Per Sullivan,861,Brittany Daniel,41664,2543,Fred Ward,0,first part|grand canyon|highway travel|indian|janitor,English,United States,593,5.9,0
Joe Somebody,NA,38000000,Comedy,,,,,4.273193,Regency Enterprises,Fox 2000 Pictures,12,21,2001,12/21/2001,0,99,John Pasquin,55,11,466,Ken Marino,854,Jim Belushi,8433,2765,Kelly Lynch,1,bully|co worker|divorce|fight|karate,English,United States,543,5.5,168
John Carter,NA,260000000,Action,Adventure,Science Fiction,,,14.670353,Walt Disney Pictures,,3,7,2012,3/7/2012,284139100,132,Andrew Stanton,462,475,530,Samantha Morton,640,Daryl Sabara,212204,1873,Polly Walker,1,alien|american civil war|male nipple|mars|princess,English,United States,632,6.6,24000
John Q,NA,36000000,Drama,Thriller,Crime,,,8.867562,New Line Cinema,Burg/Koules Productions,2,15,2002,2/15/2002,102244770,116,Nick Cassavetes,129,415,644,Laura Harring,18000,Denzel Washington,98899,20970,Anne Heche,1,health care|heart transplant|hospital|hostage|insurance,English,United States,669,7,0
Johnny English,"{'id': 86117, 'name': 'Johnny English Collection', 'poster_path': '/3a2BVS2aFHK66pnIqFKcJ9HaC45.jpg', 'backdrop_path': '/pMHHhMKu2iQichL6Eym4ApCvIEB.jpg'}",40000000,Adventure,Action,Comedy,,,8.739991,Universal Pictures,StudioCanal,4,6,2003,4/6/2003,160583018,88,Peter Howitt,122,29,252,Natalie Imbruglia,427,Kevin McNally,114692,1461,Ben Miller,1,british|crown jewels|explosion|funeral|spy,English,United Kingdom,304,6.1,2000
Johnny English Reborn,"{'id': 86117, 'name': 'Johnny English Collection', 'poster_path': '/3a2BVS2aFHK66pnIqFKcJ9HaC45.jpg', 'backdrop_path': '/pMHHhMKu2iQichL6Eym4ApCvIEB.jpg'}",45000000,Crime,Adventure,Action,Comedy,Thriller,10.668658,Universal Pictures,,9,15,2011,9/15/2011,160078586,101,Oliver Parker,152,32,104,Tim McInnerny,219,Daniel Kaluuya,89568,661,Togo Igawa,1,assassin|chinese|conspiracy|gadget|premier,English,United States,141,6.3,17000
Johnny Suede,NA,500000,Comedy,Romance,,,,2.010262,Vega Film,Balthazar Productions,8,18,1991,8/18/1991,0,97,Tom DiCillo,10,32,329,Tina Louise,11000,Brad Pitt,3013,11839,Nick Cave,0,idol|musician|vomiting|watching television|wyoming,English,Switzerland,422,5.8,344
Johnson Family Vacation,NA,12000000,Comedy,Family,,,,3.223039,Fox Searchlight Pictures,Bird and a Bear Entertainment,4,7,2004,4/7/2004,31179516,97,Christopher Erskin,45,4,826,Shannon Elizabeth,1000,Vanessa Williams,5928,5006,Shad Moss,5,cross country|cross country trip|highway travel|on the road|road movie,English,United States,1000,4.3,243
Jonah Hex,NA,47000000,Action,Western,Drama,Fantasy,Thriller,9.482806,Warner Bros.,,6,18,2010,6/18/2010,10539000,80,Jimmy Hayward,178,39,364,Billy Blair,13000,Michael Fassbender,45729,14619,Julia Jones,1,confederate|death|independence day|military|terrorist,English,United States,541,4.7,0
Josie and the Pussycats,NA,22000000,Comedy,Music,,,,9.423041,Universal Pictures,Marc Platt Productions,4,6,2001,4/6/2001,0,98,Harry Elfont,93,4,83,Paulo Costanzo,3000,Rosario Dawson,18900,3769,Aries Spears,0,based on tv series|fictional band|girl band|music industry|pop band,English,Canada,486,5.3,0
Journey 2: The Mysterious Island,"{'id': 72547, 'name': 'Journey Collection', 'poster_path': '/f3InNhgFNIvW3pwmjzB7lVtr028.jpg', 'backdrop_path': '/76AoK99XDWgIRrhtyrB0kOWYyfe.jpg'}",79000000,Adventure,Action,Science Fiction,,,9.46307,New Line Cinema,Contrafilm,1,19,2012,1/19/2012,355692760,94,Brad Peyton,178,62,722,Dwayne Johnson,14000,Josh Hutcherson,67296,27842,Kristin Davis,3,gold|hurricane|island|mountain|mysterious island,English,United States,12000,5.8,0
Journey from the Fall,NA,1300000,Drama,,,,,0.044561,,,2,22,2006,2/22/2006,639000,135,Ham Tran,15,5,5,Kieu Chinh,51,Long Nguyen,775,83,Cat Ly,2,1970s|1980s|nonlinear timeline|rescue|vietnam war,Vietnamese,United States,24,7.4,100
Journey to the Center of the Earth,NA,0,Adventure,Fantasy,Family,,,10.38937,Twentieth Century Fox Film Corporation,Cooga Mooga,12,14,1959,12/14/1959,10000000,132,Eric Brevig,201,40,311,Brendan Fraser,14000,Josh Hutcherson,85323,17925,Anita Briem,0,cave|lost world|missing brother|mountain|venus flytrap,English,United States,3000,5.8,0
Journey to the Center of the Earth,"{'id': 72547, 'name': 'Journey Collection', 'poster_path': '/f3InNhgFNIvW3pwmjzB7lVtr028.jpg', 'backdrop_path': '/76AoK99XDWgIRrhtyrB0kOWYyfe.jpg'}",45000000,Action,Science Fiction,Adventure,Comedy,Family,10.419974,New Line Cinema,Walden Media,7,10,2008,7/10/2008,101702060,93,Eric Brevig,201,40,311,Brendan Fraser,14000,Josh Hutcherson,85323,17925,Anita Briem,0,cave|lost world|missing brother|mountain|venus flytrap,English,United States,3000,5.8,0
Joy,NA,60000000,Drama,Comedy,,,,12.975936,Fox 2000 Pictures,Davis Entertainment,12,24,2015,12/24/2015,101134059,124,David O. Russell,315,737,14000,Robert De Niro,34000,Jennifer Lawrence,75329,75793,Bradley Cooper,3,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,English,United States,22000,6.6,24000
Joy Ride,"{'id': 166378, 'name': 'Joy Ride Collection', 'poster_path': '/ln6CZn4pEBOea3757FaMUnited Kingdomhgp25.jpg', 'backdrop_path': '/eDU0xWJge0Sj2A1hyp5NtTcc3OZ.jpg'}",23000000,Mystery,Thriller,Drama,,,10.337689,Regency Enterprises,Epsilon Motion Pictures,10,5,2001,10/5/2001,36642838,97,John Dahl,140,131,62,Jessica Bowman,23000,Paul Walker,53415,23242,Dell Yount,2,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,English,United States,81,6.6,0
Judgment at Nuremberg,NA,3000000,Drama,History,,,,9.697105,United Artists,Roxlom Films,12,1,1961,12/1/1961,10000000,186,Stanley Kramer,73,176,760,Montgomery Clift,877,Maximilian Schell,44457,3847,Spencer Tracy,0,judge|law|nazi|nuremberg|war crime,English,United States,862,8.3,0
